Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL
"Uelzen, Uelzen (29525)",875.000 € 2.273 €/m²,385 m²,829 m² Grundstück,frei ab sofort,https://www.immowelt.de/expose/94b6fc87-a3fa-4a0f-8b1b-3928b427f1cf
"Im Hülsen, Uelzen, Uelzen (29525)",295.000 € 1.903 €/m²,5 Zimmer,155 m²,320 m² Grundstück,https://www.immowelt.de/expose/3932b8b4-aae7-47dd-9f0f-36a755aadf64
"Holdenstedt, Uelzen (29525)",83.000 € 1.930 €/m²,2 Zimmer,45 m²,EG,https://www.immowelt.de/expose/f4fbf00f-9d2d-406c-a035-a460932b4522
"Holdenstedt, Uelzen / Holdenstedt (29525)",579.000 € 2.271 €/m²,10 Zimmer,255 m²,840 m² Grundstück,https://www.immowelt.de/expose/9f2bc3ac-6bb0-4785-a560-9615cfc253a6
"Uelzen, Uelzen (29525)",198.000 € 2.020 €/m²,4 Zimmer,98 m²,225 m² Grundstück,https://www.immowelt.de/expose/4877f47e-800d-48de-8bae-a80d3e4bfe51
"Oldenstadt, Uelzen (29525)",271.650 € 2.046 €/m²,4 Zimmer,"132,8 m²",Unknown,https://www.immowelt.de/expose/43e8aeee-904d-4307-9232-d3641e30ab12
"Oldenstadt, Uelzen (29525)",265.000 € 2.650 €/m²,4 Zimmer,100 m²,427 m² Grundstück,https://www.immowelt.de/expose/8204e441-48b4-4e4a-b284-fb274e1a180d
"Hauenriede 31, Uelzen, Uelzen (29525)",275.000 € 2.190 €/m²,3 Zimmer,"125,6 m²",302 m² Grundstück,https://www.immowelt.de/expose/3c4860b8-da12-4d2b-803d-bc35bdabc7fa
"Uelzen, Uelzen (29525)",129.000 € 1.194 €/m²,5 Zimmer,108 m²,401 m² Grundstück,https://www.immowelt.de/expose/47940075-93e7-4703-a21a-a1762d5bf903
"Achterstr. 13-19, Uelzen, Uelzen (29525)",100.000 € 2.726 €/m²,1 Zimmer,"36,7 m²",Unknown,https://www.immowelt.de/expose/912cd6af-3ccb-49cf-aded-7fe633109a2e
