Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL;city_id
Wahlbezirk 108, Nordhorn (48527),419.845 € 3.528 €/m²,4 Zimmer,119 m²,481 m² Grundstück,https://www.immowelt.de/expose/b349e368-8e49-4e02-ba4e-3fe81fe26862;3384
Wahlbezirk 210, Nordhorn (48531),179.000 € 2.081 €/m²,4 Zimmer,86 m²,307 m² Grundstück,https://www.immowelt.de/expose/547d05a8-a806-4745-ad51-d15113ac7cf0;3384
Wahlbezirk 305, Nordhorn (48529),310.000 € 3.100 €/m²,4 Zimmer,100 m²,358 m² Grundstück,https://www.immowelt.de/expose/570c0cd6-2c10-4c62-981d-785ee1069544;3384
Wahlbezirk 207, Nordhorn (48529),40.000 € 952 €/m²,2 Zimmer,42 m²,7. Geschoss,https://www.immowelt.de/expose/0dcc2771-ed09-47b6-905a-8d7cdea4f9ad;3384
"Wahlbezirk 207, Nordhorn (48529),120.000 € 1.312 €/m²,4 Zimmer,""91,5 m²"",1. Geschoss,https://www.immowelt.de/expose/eb6c82e3-22ac-468b-aec9-e6927705e8af";3384
Wahlbezirk 113, Nordhorn (48531),239.000 € 2.173 €/m²,3 Zimmer,110 m²,Unknown,https://www.immowelt.de/expose/4afd23f0-66f0-48d1-a83e-217f568e3a60;3384
Wahlbezirk 101, Nordhorn (48527),1.650.000 € 4.342 €/m²,380 m²,17.117 m² Grundstück,Unknown,https://www.immowelt.de/expose/7c9ed185-3558-4dba-811d-e7a7bb2f74df;3384
Wahlbezirk 211, Nordhorn (48531),428.250 € 4.328 €/m²,3 Zimmer,99 m²,1.192 m² Grundstück,https://www.immowelt.de/expose/a0fbfcad-b8a7-4b6c-83a4-6d47994a655c;3384
"Dortmunder Straße 7, Wahlbezirk 403, Nordhorn (48529),391.650 € 4.409 €/m²,3 Zimmer,""88,8 m²"",371 m² Grundstück,https://www.immowelt.de/expose/936922eb-3d68-47b0-9ff6-4e962ec6c4ac";3384
Wahlbezirk 204, Nordhorn (48527),220.000 € 1.833 €/m²,4 Zimmer,120 m²,400 m² Grundstück,https://www.immowelt.de/expose/752f02d4-6020-4165-ad5b-a457097f0ed7;3384
Wahlbezirk 102, Nordhorn (48527),135.000 € 1.901 €/m²,3 Zimmer,71 m²,Unknown,https://www.immowelt.de/expose/1c05d530-bb4d-4389-8223-54d8935d11a1;3384
Wahlbezirk 405, Nordhorn (48527),165.000 € 2.357 €/m²,3 Zimmer,70 m²,305 m² Grundstück,https://www.immowelt.de/expose/55603a84-f3f4-46ef-a8b5-01d025fd289d;3384
Wahlbezirk 104, Nordhorn (48527),549.000 € 2.241 €/m²,6 Zimmer,245 m²,1.002 m² Grundstück,https://www.immowelt.de/expose/0c5b807e-e2c2-4568-af46-ac413cf9c56f;3384
"Wahlbezirk 204, Nordhorn (48529),229.000 € 3.170 €/m²,3 Zimmer,""72,2 m²"",Unknown,https://www.immowelt.de/expose/2b49e1c8-dd5b-4cf5-a1f1-33f6b1b9e31d";3384
Wahlbezirk 104, Nordhorn (48527),279.400 € 1.426 €/m²,196 m²,570 m² Grundstück,Unknown,https://www.immowelt.de/expose/11944061-8710-4b74-a374-1c9308ddab3e;3384
Wahlbezirk 305, Nordhorn (48529),182.000 € 1.456 €/m²,5 Zimmer,125 m²,1.133 m² Grundstück,https://www.immowelt.de/expose/8f9e7254-e04c-4854-9bda-7ae39ea355f9;3384
Wahlbezirk 113, Nordhorn (48531),189.000 € 2.779 €/m²,2 Zimmer,68 m²,1. Geschoss,https://www.immowelt.de/expose/70267089-4202-4f29-9eb7-5b24f6af4b07;3384
"Hohefeldstr. 35, Wahlbezirk 111, Nordhorn (48527),209.500 € 3.533 €/m²,2 Zimmer,""59,3 m²"",1. Geschoss,https://www.immowelt.de/expose/1546b1ae-d40c-4d05-b600-2ca292fe0277";3384
"Heseper Weg 4, Wahlbezirk 204, Nordhorn (48527),221.500 € 3.962 €/m²,2 Zimmer,""55,9 m²"",EG,https://www.immowelt.de/expose/5943caa2-b13b-4cc3-97a8-eb8f5b63555d";3384
"Lange Straße 85, Wahlbezirk 204, Nordhorn (48527),329.800 € 3.942 €/m²,3 Zimmer,""83,7 m²"",Unknown,https://www.immowelt.de/expose/2596c93d-85b0-4e7c-a283-05521fe6fd16";3384
Wahlbezirk 111, Nordhorn (48527),279.400 € 1.426 €/m²,8 Zimmer,196 m²,570 m² Grundstück,https://www.immowelt.de/expose/218df3c1-ca64-49a3-9ef9-3170e7b9f4be;3384
Wahlbezirk 112, Nordhorn (48527),189.000 € 2.032 €/m²,4 Zimmer,93 m²,540 m² Grundstück,https://www.immowelt.de/expose/b3a966cc-4701-4ba4-9aaa-8754501db44d;3384
Wahlbezirk 204, Nordhorn (48529),199.000 € 2.287 €/m²,3 Zimmer,87 m²,2. Geschoss,https://www.immowelt.de/expose/3c02c344-a934-4ec8-9727-6197b3ac57de;3384
Wahlbezirk 408, Nordhorn (48529),2.300.000 € 5.651 €/m²,10 Zimmer,407 m²,Unknown,https://www.immowelt.de/expose/7f704ee2-c81e-4a94-8aef-a94e245883af;3384
Wahlbezirk 110, Nordhorn (48527),162.000 € 2.104 €/m²,3 Zimmer,77 m²,Unknown,https://www.immowelt.de/expose/f7c5aab2-a3b6-49dd-a2dc-9500ead95b67;3384
Wahlbezirk 110, Nordhorn (48527),154.000 € 1.949 €/m²,3 Zimmer,79 m²,1. Geschoss,https://www.immowelt.de/expose/0f4eb2b0-d0e7-4530-ae98-409fbae1b385;3384
Wahlbezirk 110, Nordhorn (48527),127.000 € 2.396 €/m²,2 Zimmer,53 m²,3. Geschoss,https://www.immowelt.de/expose/dcb1d2a9-7042-4ef5-ac70-f694b87b9829;3384
Wahlbezirk 303, Nordhorn (48529),175.000 € 2.188 €/m²,4 Zimmer,80 m²,148 m² Grundstück,https://www.immowelt.de/expose/34b03c0c-973d-4966-8827-db5a43e9aa24;3384
Wahlbezirk 207, Nordhorn (48529),50.000 € 1.190 €/m²,2 Zimmer,42 m²,7. Geschoss,https://www.immowelt.de/expose/77613128-fab3-470d-9d6c-19be44533b85;3384
Wahlbezirk 406, Nordhorn (48527),219.000 € 2.086 €/m²,4 Zimmer,105 m²,229 m² Grundstück,https://www.immowelt.de/expose/9d81ef52-664c-4a97-8f4e-6b69fc1af5c6;3384
Wahlbezirk 301, Nordhorn (48529),249.000 € 1.311 €/m²,9 Zimmer,190 m²,722 m² Grundstück,https://www.immowelt.de/expose/c8807847-a40d-4e94-a868-c435214fdcf3;3384
Hauptstrass 15, Wahlbezirk 307, Nordhorn (48529),650.000 € 10.833 €/m²,60 m²,Unknown,Unknown,https://www.immowelt.de/expose/73cbb2b4-3f73-4bd0-a5e1-29ad25c4ccac;3384
Wahlbezirk 211, Nordhorn (48531),389.000 € 3.636 €/m²,4 Zimmer,107 m²,434 m² Grundstück,https://www.immowelt.de/expose/087c916a-aa84-419a-9ac7-a652150f03b0;3384
Wahlbezirk 403, Nordhorn (48529),515.000 € 1.150 €/m²,448 m²,513 m² Grundstück,Unknown,https://www.immowelt.de/expose/8fb27c0d-075b-411a-a18f-bdd32a5a93f3;3384
Wahlbezirk 204, Nordhorn (48529),315.000 € 2.972 €/m²,4 Zimmer,106 m²,Unknown,https://www.immowelt.de/expose/c62c68c7-5e81-4df5-819e-86cc43cbe178;3384
Wahlbezirk 211, Nordhorn (48531),420.000 € 2.642 €/m²,5 Zimmer,159 m²,506 m² Grundstück,https://www.immowelt.de/expose/87532874-3ef5-431d-8278-a3c6a3b154bf;3384
Wahlbezirk 304, Nordhorn (48529),230.000 € 1.533 €/m²,6 Zimmer,150 m²,429 m² Grundstück,https://www.immowelt.de/expose/2c8ca0bf-d910-4dd7-8642-9c80e37c7589;3384
"Wahlbezirk 409, Nordhorn (48527),89.000 € 1.504 €/m²,2 Zimmer,""59,2 m²"",Unknown,https://www.immowelt.de/expose/9cb75d56-ac0c-4872-b344-8c69e7720692";3384
Wahlbezirk 108, Nordhorn (48527),188.000 €,1.004 m² Grundstück,Unknown,Unknown,https://www.immowelt.de/expose/4d20f721-64c5-40cf-9123-ecdf48868f79;3384
"Wahlbezirk 211, Nordhorn/Oorde (48531),580.000 € 4.201 €/m²,5 Zimmer,""138,1 m²"",579 m² Grundstück,https://www.immowelt.de/expose/3359dc74-732d-4ef8-8a33-354563d1f673";3384
Wahlbezirk 210, Nordhorn (48531),342.000 € 2.165 €/m²,7 Zimmer,158 m²,527 m² Grundstück,https://www.immowelt.de/expose/6e14f94e-8710-4779-8b42-3aa02ecff3d2;3384
Wahlbezirk 402, Nordhorn (48529),158.000 € 1.580 €/m²,4 Zimmer,100 m²,492 m² Grundstück,https://www.immowelt.de/expose/df4dc91a-2ad9-41db-b997-0fbe1da4f284;3384
