Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Bernhardt Lichten  Berg Str 13, Berlin (10407),200.000 7.005,1 Zimmer,"28,6 m²",5. Geschoss,https://www.immowelt.de/expose/2dedcbb3-3b35-4840-adb2-052490074351,1219,"Bernhardt Lichten  Berg Str 13,  Berlin (10407)",0
Grunewald, Berlin (14193),690.000 7.500,3 Zimmer,92 m²,frei ab sofort,https://www.immowelt.de/expose/820c3b74-fbc6-413a-9e1d-ba723b2874d0,1219,"Grunewald,  Berlin (14193)",129
SchÃ¶neberg, Berlin (10779),1.095.000 5.264,"6,5 Zimmer",208 m²,2. Geschoss,https://www.immowelt.de/expose/ea2b8201-eae9-48ac-8953-df4788f03abe,1219,"SchÃ¶neberg,  Berlin (10779)",0
Biesdorf, Berlin (12683),1.050.000 5.615,6 Zimmer,187 m²,550 m² Grundstuck,https://www.immowelt.de/expose/0a4d6693-9b43-41a1-b4d5-dae71b7df900,1219,"Biesdorf,  Berlin (12683)",204
Lichterfelde, Berlin (12205),199.000 3.543,2 Zimmer,"56,2 m²",2. Geschoss,https://www.immowelt.de/expose/9598a14a-7aac-4001-a8ae-31144a6f555a,1219,"Lichterfelde,  Berlin (12205)",177
Borsigwalde, Berlin / Reinickendorf (13509),1.150.000 3.616,12 Zimmer,318 m²,682 m² Grundstuck,https://www.immowelt.de/expose/d0f30c53-f93e-459b-a0fd-9e437858d757,1219,"Borsigwalde,  Berlin / Reinickendorf (13509)",193
KronenstraÃŸe 4, Berlin / Mitte (10117),645.000 9.378,2 Zimmer,"68,8 m²",3. Geschoss,https://www.immowelt.de/expose/aa3fb7a8-8c40-48dd-93a6-c076e38f430d,1219,"KronenstraÃŸe 4,  Berlin / Mitte (10117)",0
Frohnau, Berlin / Frohnau (13465),1.795.000 5.423,"9,5 Zimmer",331 m²,976 m² Grundstuck,https://www.immowelt.de/expose/830bd497-4ac7-479d-9df7-df0cabb9eb1b,1219,"Frohnau,  Berlin / Frohnau (13465)",277
Mahlsdorf, Berlin (12623),1.200.000 5.530,9 Zimmer,217 m²,442 m² Grundstuck,https://www.immowelt.de/expose/a70ce185-3853-4cb2-82ca-5aac722b1a20,1219,"Mahlsdorf,  Berlin (12623)",336
Zehlendorf, Berlin (14169),349.000 6.500,2 Zimmer,"53,7 m²",Unknown,https://www.immowelt.de/expose/ac694fbd-e17a-4e73-b1b6-6993e1f52068,1219,"Zehlendorf,  Berlin (14169)",409
Reinickendorf, Berlin (13407),265.000 3.897,3 Zimmer,68 m²,3. Geschoss,https://www.immowelt.de/expose/2bd83f33-61db-491a-95e6-62a9c8ca5218,1219,"Reinickendorf,  Berlin (13407)",70
Buckow, Berlin-Buckow (12359),545.000 3.334,3 Zimmer,"107,5 m²",778 m² Grundstuck,https://www.immowelt.de/expose/2d22c187-464e-42a7-a89e-9e3b73c36a5e,1219,"Buckow,  Berlin-Buckow (12359)",199
Friedrichshain, Berlin (10247),449.000 4.951,3 Zimmer,"90,7 m²",6. Geschoss,https://www.immowelt.de/expose/223001d4-c51f-475b-a74b-30b0028b8a52,1219,"Friedrichshain,  Berlin (10247)",1098
Friedrichshain, Berlin (10247),449.000 4.951,3 Zimmer,"90,7 m²",6. Geschoss,https://www.immowelt.de/expose/6a7e454e-6d83-4d9e-b08c-c0077287a4ec,1219,"Friedrichshain,  Berlin (10247)",1098
Zehlendorf, Berlin (14167),529.000 4.789,4 Zimmer,"110,5 m²",EG,https://www.immowelt.de/expose/0b017b5c-8b24-42ad-8b6f-d36f8583575e,1219,"Zehlendorf,  Berlin (14167)",409
Pankow, Berlin / Pankow (13187),785.000 4.908,6 Zimmer,160 m²,Unknown,https://www.immowelt.de/expose/b5de15ff-a5e2-41a7-88a1-8f3d90bb0ef3,1219,"Pankow,  Berlin / Pankow (13187)",624
Pankow, Berlin / Pankow (13187),785.000 4.908,6 Zimmer,160 m²,Unknown,https://www.immowelt.de/expose/75fcabb5-8c40-4899-ab83-2e039a5e33e5,1219,"Pankow,  Berlin / Pankow (13187)",624
HerweghstraÃŸe 13, Berlin (12487),279.000 3.121,3 Zimmer,"89,4 m²",1. Geschoss,https://www.immowelt.de/expose/8482d358-3c07-4be6-ba6b-d300d5c60dee,1219,"HerweghstraÃŸe 13,  Berlin (12487)",0
Grunewald, Berlin (14193),1.060.000 6.709,4 Zimmer,158 m²,3. Geschoss,https://www.immowelt.de/expose/4990537b-0256-42cb-8650-c2bc8d56e83f,1219,"Grunewald,  Berlin (14193)",129
Dahlem, Berlin (14169),Preis auf Anfrage,4 Zimmer,240 m²,4. Geschoss,https://www.immowelt.de/expose/30ca82ff-7a1a-412d-b681-eb63e161d8b0,1219,"Dahlem,  Berlin (14169)",209
