Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL,city_id,full_address,score
Nordbahnhof, Ingolstadt (85057),291.460 6.500,2 Zimmer,"44,8 m²",Unknown,https://www.immowelt.de/expose/8028fe2e-4090-4bcc-b72a-e35dac4acb97,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Nordbahnhof, Ingolstadt (85057),544.700 6.500,3 Zimmer,"83,8 m²",Unknown,https://www.immowelt.de/expose/5e770f9a-c989-4246-b1ae-b65703fee178,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Nordbahnhof, Ingolstadt (85057),637.975 6.500,2 Zimmer,"98,2 m²",2. Geschoss,https://www.immowelt.de/expose/b86680a6-1062-4616-9122-e88a2a527ecd,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Nordbahnhof, Ingolstadt (85057),489.125 6.500,2 Zimmer,"75,3 m²",1. Geschoss,https://www.immowelt.de/expose/300feae2-f31f-4a92-98ec-d2325c75775d,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Nordbahnhof, Ingolstadt (85057),225.664 6.400,1 Zimmer,"35,3 m²",1. Geschoss,https://www.immowelt.de/expose/87b4fa49-8841-4ec8-9c86-2e6f71cd2a81,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Nordbahnhof, Ingolstadt (85057),498.521 6.450,2 Zimmer,"77,3 m²",Unknown,https://www.immowelt.de/expose/0271c644-1c73-45a3-93c6-85f30dd6480c,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Nordbahnhof, Ingolstadt (85057),225.664 6.400,1 Zimmer,"35,3 m²",Unknown,https://www.immowelt.de/expose/f979c3ac-043a-4f18-b9a4-e267fb7e1456,4067,"Nordbahnhof,  Ingolstadt (85057)",345
Josephsviertel, Ingolstadt (85055),130.000 5.579,1 Zimmer,"23,3 m²",Unknown,https://www.immowelt.de/expose/221c1133-5e91-4977-aa1c-b9349b048310,4067,"Josephsviertel,  Ingolstadt (85055)",0
WaldeysenstraÃŸe, Ingolstadt (85057),530.000 3.252,5 Zimmer,163 m²,7. Geschoss,https://www.immowelt.de/expose/9bd5dd33-6f62-490d-bbd1-feb0f98c4616,4067,"WaldeysenstraÃŸe,  Ingolstadt (85057)",0
Am Wasserwerk, Ingolstadt (85055),369.990 4.125,3 Zimmer,"89,7 m²",2. Geschoss,https://www.immowelt.de/expose/0ae9476a-1607-47f2-b5fc-b386661c628d,4067,"Am Wasserwerk,  Ingolstadt (85055)",207
Ringsee, Ingolstadt (85053),540.000 4.502,4 Zimmer,120 m²,EG,https://www.immowelt.de/expose/1f352d49-b4a1-4848-9d50-889114182511,4067,"Ringsee,  Ingolstadt (85053)",138
Spitalhof, Ingolstadt (85051),288.000 4.593,2 Zimmer,"62,7 m²",Unknown,https://www.immowelt.de/expose/429e7837-33e0-4f9d-922e-027d5f27467e,4067,"Spitalhof,  Ingolstadt (85051)",101
Spitalhof, Ingolstadt (85051),298.000 4.592,2 Zimmer,"64,9 m²",Unknown,https://www.immowelt.de/expose/2ad5281e-fec9-4bd7-ab78-dfa30d119e84,4067,"Spitalhof,  Ingolstadt (85051)",101
Nordbahnhof, Ingolstadt (85049),149.850 2.636,2 Zimmer,57 m²,3. Geschoss,https://www.immowelt.de/expose/01944e1c-c21b-4817-8c1b-b43bb8c6a85e,4067,"Nordbahnhof,  Ingolstadt (85049)",345
Augustinviertel, Ingolstadt (85053),680.000 4.072,"5,5 Zimmer",167 m²,240 m² Grundstuck,https://www.immowelt.de/expose/948e68eb-3815-4fff-9541-227454ade1b5,4067,"Augustinviertel,  Ingolstadt (85053)",196
Konradviertel, Ingolstadt (85055),320.000 4.449,3 Zimmer,72 m²,10. Geschoss,https://www.immowelt.de/expose/474dec68-c435-48f0-8ade-f64f8a6e7032,4067,"Konradviertel,  Ingolstadt (85055)",144
Kothau, Ingolstadt (85053),521.000 4.962,4 Zimmer,105 m²,EG,https://www.immowelt.de/expose/286ca8f4-2be1-4919-a357-e136f3e0080d,4067,"Kothau,  Ingolstadt (85053)",91
Kothau, Ingolstadt (85053),386.900 5.544,3 Zimmer,"69,8 m²",1. Geschoss,https://www.immowelt.de/expose/207bc8fc-a4e6-4625-b041-dc22743b3ef7,4067,"Kothau,  Ingolstadt (85053)",91
Niederfeld, Ingolstadt (85053),574.000 4.864,4 Zimmer,118 m²,185 m² Grundstuck,https://www.immowelt.de/expose/2c6b2094-183c-4410-9381-76bbff8ffa4c,4067,"Niederfeld,  Ingolstadt (85053)",31
Niederfeld, Ingolstadt (85053),624.000 5.426,4 Zimmer,115 m²,233 m² Grundstuck,https://www.immowelt.de/expose/5ec395ec-4ee9-47e1-a63e-1b1626a3ce74,4067,"Niederfeld,  Ingolstadt (85053)",31
Kothau, Ingolstadt (85053),278.000 5.928,2 Zimmer,"46,9 m²",1. Geschoss,https://www.immowelt.de/expose/318c0766-7509-48a9-b080-2e495f815716,4067,"Kothau,  Ingolstadt (85053)",91
