Street,City_Code,Price,Number of Rooms,Living Area,Land Size,URL;city_id
Pont, Geldern (47608),310.000 € 2.981 €/m²,4 Zimmer,104 m²,265 m² Grundstück,https://www.immowelt.de/expose/971c181d-6d18-47ef-a72f-2cd93e80a74e;4066
Geldern, Geldern (47608),999.000 € 3.728 €/m²,5 Zimmer,268 m²,1.054 m² Grundstück,https://www.immowelt.de/expose/b3f50633-3a63-4b7e-bbba-69568bb5ebb9;4066
Walbeck, Geldern (47608),445.248 € 3.071 €/m²,4 Zimmer,145 m²,470 m² Grundstück,https://www.immowelt.de/expose/c30135d8-bccc-4baf-8d41-8baf4c6fcb7e;4066
Geldern, Geldern (47608),523.197 € 3.397 €/m²,5 Zimmer,154 m²,500 m² Grundstück,https://www.immowelt.de/expose/6c25acd9-5841-41c7-90b3-1b9370a73884;4066
Geldern, Geldern (47608),341.900 € 2.124 €/m²,5 Zimmer,161 m²,Unknown,https://www.immowelt.de/expose/fb99f065-831e-43fa-b398-8f592e825034;4066
Geldern, Geldern (47608),298.000 € 2.483 €/m²,5 Zimmer,120 m²,545 m² Grundstück,https://www.immowelt.de/expose/d0e98ae7-ec45-4401-ada6-42329df1b21f;4066
Geldern, Geldern (47608),350.000 € 1.955 €/m²,6 Zimmer,179 m²,945 m² Grundstück,https://www.immowelt.de/expose/c6343a17-ba05-4db8-8198-9366a9b7323a;4066
Fürstenberger Straße 53, Geldern, Geldern (47608),198.500 € 2.719 €/m²,3 Zimmer,73 m²,1. Geschoss,https://www.immowelt.de/expose/0713765e-f9bf-4234-9708-1a3f70c7f359;4066
Veert, Geldern (47608),495.000 € 3.367 €/m²,5 Zimmer,147 m²,740 m² Grundstück,https://www.immowelt.de/expose/26a41daf-fc1e-4bca-94ca-973df1941ea4;4066
Geldern, Geldern (47608),298.000 € 1.426 €/m²,6 Zimmer,209 m²,620 m² Grundstück,https://www.immowelt.de/expose/9dfacb5f-9d7f-4509-b2e0-a15e4a11633d;4066
Geldern, Geldern (47608),298.000 € 1.426 €/m²,6 Zimmer,209 m²,620 m² Grundstück,https://www.immowelt.de/expose/65c695ba-b38c-4088-88ab-fb67a232477d;4066
Veert, Geldern (47608),169.000 € 2.253 €/m²,2 Zimmer,75 m²,3. Geschoss,https://www.immowelt.de/expose/3cdc5b77-6cde-468b-97ec-e22a9e2636da;4066
Lüllingen, Geldern (47608),268.000 € 1.874 €/m²,5 Zimmer,143 m²,700 m² Grundstück,https://www.immowelt.de/expose/19ef32a6-b1b5-4fc1-ae7a-3a96043e3398;4066
Lüllingen, Geldern (47608),268.000 € 1.874 €/m²,5 Zimmer,143 m²,700 m² Grundstück,https://www.immowelt.de/expose/f7aeb6a5-6f50-4fcd-a710-f189f8386c37;4066
"Geldern, Geldern (47608),299.000 € 1.997 €/m²,""6,5 Zimmer"",""149,8 m²"",220 m² Grundstück,https://www.immowelt.de/expose/b2d31676-f9fb-4811-8bca-3277d91d4e6b";4066
"Geldern, Geldern (47608),347.000 € 1.838 €/m²,7 Zimmer,""188,8 m²"",437 m² Grundstück,https://www.immowelt.de/expose/105748c4-0f90-4ccb-bb84-2741b6c7d207";4066
Geldern, Geldern (47608),670.635 € 2.661 €/m²,6 Zimmer,252 m²,500 m² Grundstück,https://www.immowelt.de/expose/0d0e723c-cb1a-4fc3-a47c-317e6990b70f;4066
Geldern, Geldern (47608),447.316 € 3.313 €/m²,5 Zimmer,135 m²,500 m² Grundstück,https://www.immowelt.de/expose/150731cb-e3fb-4598-b5df-a5a20feb2cc6;4066
Geldern, Geldern (47608),498.598 € 3.238 €/m²,5 Zimmer,154 m²,500 m² Grundstück,https://www.immowelt.de/expose/c960fa4a-c057-4531-9239-c9f1e0862c6f;4066
Geldern, Geldern (47608),657.900 € 3.241 €/m²,7 Zimmer,203 m²,500 m² Grundstück,https://www.immowelt.de/expose/a3ee621f-3f6a-46dd-94f0-b97c8ea11f81;4066
Kapellen, Geldern (47608),420.000 € 2.428 €/m²,173 m²,Unknown,Unknown,https://www.immowelt.de/expose/38278a5d-0740-42f4-87e0-aacd5ea1a944;4066
Geldern, Geldern (47608),670.635 € 2.661 €/m²,6 Zimmer,252 m²,500 m² Grundstück,https://www.immowelt.de/expose/51b93a4f-d5e2-4b34-8bfd-44930c8a692a;4066
Walbeck, Geldern (47608),162.000 € 2.700 €/m²,2 Zimmer,60 m²,Unknown,https://www.immowelt.de/expose/68b78365-39ea-43bf-826f-1708c4ace961;4066
Geldern, Geldern (47608),448.354 € 3.587 €/m²,4 Zimmer,125 m²,480 m² Grundstück,https://www.immowelt.de/expose/3dcc0ded-000e-4dfb-bad5-cf15b15c49c3;4066
Veert, Geldern (47608),299.000 € 1.661 €/m²,8 Zimmer,180 m²,780 m² Grundstück,https://www.immowelt.de/expose/85f6fe3d-fe1a-49b5-9751-917769933c03;4066
Geldern, Geldern (47608),675.000 € 3.629 €/m²,6 Zimmer,186 m²,760 m² Grundstück,https://www.immowelt.de/expose/b61b08ae-f3b7-4b81-8b73-61a7ca61f42a;4066
Kapellen, Geldern (47608),420.000 € 2.428 €/m²,173 m²,444 m² Grundstück,Unknown,https://www.immowelt.de/expose/4e12b5e4-495e-4f4b-9dfc-c1cf7390df6d;4066
Kapellen, Geldern (47608),420.000 € 2.428 €/m²,63 Zimmer,173 m²,444 m² Grundstück,https://www.immowelt.de/expose/b0381482-720b-4269-8aef-5f710605275c;4066
Geldern, Geldern (47608),420.000 € 3.256 €/m²,4 Zimmer,129 m²,692 m² Grundstück,https://www.immowelt.de/expose/1dcd3bea-7bf7-4dc0-b262-ab0f8acb6c35;4066
Walbeck, Geldern (47608),333.999 € 1.392 €/m²,8 Zimmer,240 m²,650 m² Grundstück,https://www.immowelt.de/expose/c9f0f36f-4687-42a1-bf52-b3c5918ebb8a;4066
"Geldern, Geldern (47608),526.153 € 3.480 €/m²,5 Zimmer,""151,2 m²"",500 m² Grundstück,https://www.immowelt.de/expose/f70aaebf-0657-4338-8fd8-baf051ccc5ec";4066
Geldern, Geldern (47608),469.867 € 3.506 €/m²,4 Zimmer,134 m²,500 m² Grundstück,https://www.immowelt.de/expose/01971593-10ea-470e-b9b1-4cf9b7f68055;4066
Geldern, Geldern (47608),455.869 € 3.676 €/m²,5 Zimmer,124 m²,500 m² Grundstück,https://www.immowelt.de/expose/6b042f7f-ae99-411c-8b92-7e4817852577;4066
Geldern, Geldern (47608),474.635 € 3.082 €/m²,5 Zimmer,154 m²,500 m² Grundstück,https://www.immowelt.de/expose/f06e8538-4f4b-478a-b335-cc3386ff643d;4066
Geldern, Geldern (47608),364.763 € 4.995 €/m²,1 Zimmer,73 m²,500 m² Grundstück,https://www.immowelt.de/expose/69be0b5d-8c82-494c-871c-b0ff648f1c3b;4066
Geldern, Geldern (47608),523.197 € 3.397 €/m²,5 Zimmer,154 m²,500 m² Grundstück,https://www.immowelt.de/expose/c539f55e-ce1d-4bfb-a333-bc91c0b08be9;4066
Geldern, Geldern (47608),657.900 € 3.241 €/m²,7 Zimmer,203 m²,500 m² Grundstück,https://www.immowelt.de/expose/475c4515-4dd7-4119-b8ab-9478a73c1d27;4066
